"","Code","infos"
"318","UB06","PROJET URBAIN / projet urbain maitrise d'ouvrage amenageur AMO finances collectivites economie territoriale / Le projet urbain est un mode de fabrication urbaine qui consiste à definir et mettre en oeuvre des mesures d'amenagement sur un territoire urbain donne, en partenariat avec l'ensemble des acteurs concernes, en vue d'un developpement urbain durable. UB06 propose une vision transversale de ce mode de faire la ville. / Genie civil, genie urbain, amenagement / Autres / 1.1 Maitriser les dimensions conceptuelle, technologique et operationnelle d'un projet ; 1.2 Savoir appliquer les reglementations liees aux droits de construction, de l'urbanisme et de l'environnement ; 1.3 Savoir identifier et prendre en compte les enjeux societal, technologique et environnemental 1.4 Savoir mettre en oeuvre une approche systemique, pluridisciplinaire et multi-echelles. 1.5 Prendre en compte et evaluer l'etat initial d'un territoire en amont d'un projet d'amenagement 1.6 Evaluer l'impact environnemental, societal et economique d'un projet sur un territoire 1.7 Maitriser et mettre en oeuvre les differentes phases d'un projet d'amenagement ou de construction 1.8 Identifier, integrer et coordonner l'ensemble des parties prenantes a<U+00A0> toutes les etapes d'un projet / - m'aitriser les fondamentaux de ce mode de construction de la ville - proposer un projet urbain equilibre au niveau des usages, repondant aux enjeux et aux besoins de l'ensemble des acteurs tout en etant viable economiquement - comprendre les principes de financement des projets urbains, fiscalite des collectivite et economie territoriale - prendre en compte la diversites des acteurs - d'integrer des enjeux d'actualite (numerique, environnement...) dans les projets urbains / 5. Conduire des projets 5.2 Identifier et anticiper les competences et ressources necessaires ; 5.3 Definir les phases d'un projet et elaborer le cahier des charges ; 5.5 Savoir communiquer sur les projets et s'adapter au public vise 6. Manager et travailler en equipe 6.1 Organiser et coordonner les phases et un travail d'equipe ; 6.2 Conjuguer competences techniques et aptitudes a<U+00A0> la communication et au management pour gerer des equipes et des projets ; 6.5 Informer et communiquer les informations et donnees 7. Mobiliser des connaissances et des donnees pour le projet 7.1 Savoir cibler les informations et les donnees necessaires ; 7.2 Savoir mobiliser l'information ; 7.4 Organiser et structurer l'information ; / Fondamentaux 1 Introduction : definition, faits declencheurs, typologies des projets urbains Fondamentaux 2 focus sur le type de projet urbain le plus repandu : l'intervention sur l'existant Fondamentaux 3 le processus du projet urbain Demarches et methodes 1 la communication et concertation dans les projets urbains Demarches et methodes 2 la co-construction des projets urbains Demarches et methodes 3 La programmation comme outil de ""fabrication"" d'un projet urbain Demarches et methodes 4 Les demarches alternatives a<U+00A0> la programmation : appels a<U+00A0> projets, budgets participatifs... Financement des projets urbains 1 introduction a<U+00A0> l'economie territoriale Financement des projets urbains 2 introduction a<U+00A0> la finance des collectivites Financement des projets urbains 3 Introduction au montage financier du projet urbain (amenageur) Approfondissement thematique 1 projet urbain et environnement Approfondissement thematique 2 projet urbain et innovation Visite une journee terrain pour visiter des projets urbains / td fil rouge / Pouvoir se construire un point de vue (donc se situer et exercer une critique argumentee) sur un projet ou certains aspects d'un projet urbain. Pouvoir mettre en relation le sens et les objectifs d'un projet d'une part, les processus et les outils de sa mise en oeuvre d'autre part. Pouvoir definir et hierarchiser les elements constitutifs d'un projet ou d'une realisation et ses criteres d'evaluation. Savoir presenter et valoriser un projet, son propre travail par exemple."
"319","UB08","HYDROLOGIE URBAINE / Hydrologie Cycle de l'eau Modeles pluie-debit Optimisation Fonction de production Fonction de transfert / Cette UV donne les bases necessaires à la comprehension des processus physiques qui dominent le cycle de l'eau et qui conduisent à l'apparition du ruissellement superficiel. Elle aborde les principes de la modelisation hydrologique et initie les etudiants à la description mathematique et/ou conceptuelle d'un systeme hydrologique en vu de simuler son comportement futur. / Genie civil, genie urbain, amenagement / Technologies hydrauliques / -Posseder un socle de connaissances fondamentales en sciences de l'ingenieur dans le domaine de l'hydrologie. -Savoir utiliser les outils mathematiques, statistiques, numeriques, et de physique appliquee pour etudier le cycle de l'eau. / - Comprendre les processus physiques du cycle de l'eau et comment ceux ci sont impactes par les activites humaines. - Distinguer les phenomenes physiques predominants dans la production du ruissellement superficiel et les quantifier. -Comprendre les lois des valeurs extremes pour caracteriser l'alea et le modeliser. - Concevoir, dimensionner et modeliser un systeme d'assainissement des eaux pluviales. -Caracteriser la pollution des eaux de ruissellement et modeliser la concentration de polluants - Concevoir et modeliser des techniques alternatives -Comprendre les principes de modelisation du ruissellement superficiel depuis le moments oa<U+00B9> la pluie touche le sol jusqu'a<U+00A0> atteindre l'exutoire d'un bassin versant (modeles pluie/debit. -savoir mettre en oeuvre un modele pluie-debit, caler ses parametres et proceder a<U+00A0> une analyse de sensibilite. -Simuler et etudier le fonctionnement hydraulique d'un systeme d'assainissement existant en utilisant des outils de modelisation numerique. / - Rediger un rapport scientifique et le presenter, - Utiliser des outils de modelisation et de calcul / NA / NA"
"320","UB10","THERMIQUE URBAINE / bilan thermique besoin energetique echanges radiatifs physique urbaine / Les echanges thermiques par l'enveloppe du batiment; echanges radiatifs en milieu urbain; energies et ambiances urbaines. Ce cours offre les bases physiques pour etudier la ville comme un systeme thermique, en insistant sur les rapports entre physique et geometrie. / Energetique - Energie / Thermique, combustibles et combustion, transmission de chaleur, echange de chaleur / quantifier les aspects thermiques et energetiques a<U+00A0> l'echelle du batiment (diagnostic de performance energetique, architecture bioclimatique), de la ville (amenagement urbain bioclimatique, ville durable) et du territoire (mix energetique, gisement d'energies renouvelables). / - utiliser et developper des logiciels de thermique dynamique (methode nodale); - evaluer des batiments au sens de la Reglementation Thermique et des labels tels que HQE. / - utiliser des connaissances physiques et geometriques originales pour la simulation des batiments et des quartiers urbains; - mettre en oeuvre une approche globale, systemique et multi-echelle des projets urbains durables. / NA / NA"
"321","UR02","THÉORIES ET PRATIQUES DE L'URBANISME CONTEMPORAIN / amenagement urbain analyse urbaine urbanisme histoire de l'urbanisme diagnostic territorial et urbain terrain / L'UV a pour objectif d'initier les etudiants aux enjeux theoriques et pratiques de l'histoire de l'urbanisme et de l'amenagement urbain contemporain ; de distinguer urbanisme reglementaire et operationnel ; de realiser un diagnostic territorial et urbain, depuis l'echelle de la rue jusqu'à celle de l'agglomeration, en mobilisant des donnees qualitatives (releves de terrain), quantitatives, et en produisant une cartographie adaptee. / Genie civil, genie urbain, amenagement / Fondamentaux / L'UV a pour objectif d'initier les etudiants a<U+00A0> la comprehension des enjeux theoriques et pratiques de l'amenagement de l'espace et de l'urbanisme, de distinguer les differentes approches de l'urbanisme reglementaire et operationnel, de realiser un diagnostic territorial et urbain, depuis l'echelle de la rue jusqu'a<U+00A0> l'echelle de l'agglomeration. / A l'issue de l'enseignement, l'etudiant sera capable de : 1 Reconn'aitre, analyser et evaluer les dynamiques urbaines et territoriales contemporaines, dans une perspective historique, spatiale. 2 Reconn'aitre, analyser et comparer les enjeux theoriques de l'amenagement de l'espace et de l'urbanisme 3 Distinguer les differentes approches de l'amenagement et de l'urbanisme, reglementaire, operationnel, et de leurs pratiques 4 Inscrire un projet d'amenagement urbain donne dans : o les dynamiques urbaines et territoriales contemporaines o les enjeux theoriques de l'amenagement de l'espace et de l'urbanisme o les differentes approches de l'amenagement et de l'urbanisme, reglementaire, operationnel, et de leurs pratiques 5 Realiser un diagnostic territorial et urbain o En mobilisant les outils numeriques adequates (Geoportail, Cartelie, INSEE) o Collectant des donnees de terrain (releves quantitatifs et qualitatifs, entretiens semi-directifs) o En pratiquant l'analyse urbaine (Concepts de Lynch, Panerai) o E plusieurs echelles (rue, ilot, secteur d'un IRIS, agglomeration) 6 Realiser des cartes de localisation, cartes thematiques d'analyse et cartes de synthese pour les etudes urbaines / A l'issue de l'enseignement, l'etudiant sera capable de : 7 Collecter des donnees de terrain 8 travailler en equipe-projet 9 avoir une lecture fine de cartes, de plans et d'images satellites / 1. Introduction aux theories et pratiques de l'amenagement de l'espace et de l'urbanisme 2. Dynamiques urbaines et territoriales (I) : Les formes urbaines aux echelles macro et micro 3. Dynamiques territoriales et urbaines (I) : Lecture et ressources cartographiques, Semiologie graphique et cartographie 4, 5, 6. Theories de l'amenagement de l'espace et urbanisme (II) : Histoire de l'urbanisme (x3) : Les 3 modes de production urbaine et le pre-urbanisme La naissance de l'urbanisme L'urbanisme moderne : le fonctionnalisme - et sa critique 7, 8, 9. Theories de l'amenagement de l'espace et urbanisme (II) : Urbanisme contemporain (x2-3) L'ecole du projet urbain L'urbanisme durable, un nouveau modele urbain ? 10. Les pratiques de l'amenagement de l'espace et urbanisme (III) : Le diagnostic territorial 11. Les pratiques de l'amenagement de l'espace et urbanisme (III) : L'amenagement du territoire fran<e7>ais 12. Les pratiques de l'amenagement de l'espace et urbanisme (III) : Urbanisme operationnel et urbanisme reglementaire 13. Les pratiques de l'amenagement de l'espace et de l'urbanisme (III) : Les enjeux de l'urbanisme dans l'agglomeration de Compiegne 14. Presentation des DIAGNOSTICS des IRIS / NA"
"322","UR03","MAQUETTE NUMÉRIQUE ARCHITECTURALE ET URBAINE / conception assistee par ordinateur; aide a<U+00A0> la decision rendu MNT/BIM/CIM/LOD modelisation 3D (filaire, surfacique, volumique) / Le cours UR03 propose aux etudiants une premiere approche des differentes notions de conception d'une maquette numerique, à la fois theoriques et pratiques, leur permettant de travailler aux trois echelles presentes en GU : batiment, ville et territoire. L'enseignement propose aussi une approche relativement complete et concrete des outils de CAO (AutoCAD, Revit Architecture et Dynamo) à travers differents projets. / Genie civil, genie urbain, amenagement / Geomatique, topographie / utiliser les outils numeriques de conception de type MNT/BIM/CIM pour la realisation d&#8217;une maquette numerique pertinente a<U+00A0> l&#8217;echelle du batiment et de la ville. / - lire un plan de dessin technique issue d'un bureau d'architecture ou d'un bureau d&#8217;etude; - choisir un fond de carte adequat pour le plan de situation et/ou le plan de masse; - dessiner les plans d'un permis de construire (2D); - realiser une maquette numerique (3D); - fabriquer la maquette par prototypage rapide; - developper une fonction parametrique permettant l&#8217;amelioration des logiciels CAO. / - travailler en groupe; - gerer un projet; - proposer des documents graphiques pour l'aide a<U+00A0> la decision. / 1. Dessin technique et d'architecture. 2. Cartographie: formes de la terre, systemes de projection, triangulation, perspectives, coordonnees, norme et qualite des donnees geographiques, traitement de l'information geographique pour la cartographie, semiologie graphique. 3. Conception assistee par l'ordinateur: modelisation (filaire, surfacique et volumique), maillage, conception et construction integree : Building Information Model (BIM)/ City Information Model (CIM), niveau de detail (LOD). / L'etudiant est amene avant tout a<U+00A0> acquerir un raisonnement et une methode de travail globale : problematique generale et probleme precis a<U+00A0> resoudre, definitions des objectifs et des besoins (realisation d'un cahier des charges), situations anterieures proches, procuration ou recueil de donnees (achat de MNT ou digitalisation des batiments et des courbes de niveaux), modelisation de l'espace traite, modelisation de l'ouvrage considere, application des regles de la semiologie graphique a<U+00A0> la cartographie en l'amenagement, proposition de documents graphiques d'aide a<U+00A0> la decision. Techniquement parlant, l'etudiant acquerra une bonne m'aitrise des outils informatiques etudies. Cette UV devrait avoir un premier impact positif des le stage de fin de 1ere annee (BAC + 3) du cycle ingenieur."
"323","UR05","AMÉNAGEMENT ET ENVIRONNEMENT / ville durable etude d'impacts eau diagnostic territorial adaptation changement climatique droit de l'environnement / Le cours se divise en 3 grands chapitres : - l'urbanisme durable et l'adaptation des villes au changement climatique, - l'evaluation environnementale et les etudes d'impacts, - le droit de l'environnement / Ingenierie de l'environnement / Traitements de problemes d'environnement / - m'aitriser les principaux concepts de l'ecologie urbaine, de la ville durable et de l'adaptation des villes aux changements climatiques - mener les differentes etapes d'une etude d'impact sur l'environnement dans le respect des reglementations en cours - mobiliser un certain nombre d'outils operationnels ou reglementaires, aux differentes echelles afin d'accroitre la durabilite d'un territoire - concevoir des amenagements territoriaux et urbains en tenant compte des risques naturels et technologiques et des reglements en vigueur. / - mettre en place un diagnostic de territoire et sera sensibilise a<U+00A0> l'Approche environnementale de l'urbanisme developpe par l'ademe - etablir des preconisations pour un amenagement durable d'un projet urbain. - proposer des solutions durable pour limiter l'impact du changement climatique et adapter les territoires / - Etre autonome dans la recherche de d'informations en identifiant et mobiliser les sources et competences / 1. Introduction : la problematique urbaine au regard de l'environnement 2. Introduction a<U+00A0> l'ecologie urbain 3. Focus sur l'agriculture urbaine 4. Villes durables 5. Etudes d'impacts : reglementation et principes 6. Methodes et outils pour l'evaluation environnementale 7. Focus sur une methode : la methode AEU 8. villes et climat 9. THEMATIQUE - DECHET : 1. Visite centre de tri et de valorisation des dechets menagers 10. amenagement et environnement a<U+00A0> l'echelle urbaine 11. amenagement et environnement a<U+00A0> l'echelle de l'ilot et de la parcelle 12. URBACT ou la co production des projets urbains 13 THEMATIQUE - EAU : 1. Qualite de l'eau 14. THEMATIQUE - EAU : 2. Traitement par lagunage et marais 15. Soutenance des projets / Prise en compte par l'etudiant de l'environnement dans son activite professionnelle (stage, projet de fin d'etude, etc.) ; La consideration des aspects reglementaires qui restent forts en amenagement et urbanisme ; La recherche de solutions -de prise en compte de l'environnement lors de l'installation d'un amenagement- quantitatives et adaptees a<U+00A0> travers notamment la mise en oeuvre des TIC (analyse spatiale / SIG, cartographie de l'impact / CAO). La plupart des solutions restent a<U+00A0> imaginer, a<U+00A0> creer, a<U+00A0> adapter..."
"324","UR06","GÉOMATIQUE / systeme d'information geographique analyse spatiale aide a<U+00A0> l'information et a<U+00A0> la decision modelisation / Cette uv presente les concepts, la theorie et la pratique des Systemes d'Information Geographiques (SIG) : modelisation numerique du territoire et des phenomenes spatiaux ; approche pratique des outils... A l'issue du semestre, l'etudiant sera capable de mettre en place un SIG, d'interroger les bases de donnees spatiales et attributaires et de produire des documents afin de repondre à une problematique d'aide à la decision en gestion territoriale / Genie civil, genie urbain, amenagement / Geomatique, topographie / - mener a<U+00A0> bien un projet SIG sur sa totalite : analyse des besoin, modelisation de la realite, mise en place de la base de donnees spatiale et attributaire, analyse spatiale, production de carte... / -definir ce qu'est un SIG, ses composants et son architecture - citer differents cadres d'application des SIG, leur utilite dans le cadre de l'amenagement ainsi que les differentes competences et sciences mises en oeuvre - utiliser les differentes fonctionnalites d'un SIG et m'aitriser l'organisation des donnees au sein d'un SIG ; - appliquer une methodologie de resolution de problemes s'appuyant sur des donnees geographiques ; - observer les differentes fa<e7>ons de modeliser et de representer des donnees dans un SIG et choisir en fonction de la problematique entre un mode de gestion matriciel et vectoriel; - realiser une carte thematique en respectant les regles de semiologie graphique en cartographie - utiliser le logiciel Arcgis et les modules annexes. - respecter la legislation qui entoure la diffusion de l'information. / - developper ses capacites d'adaptation, son autonomie dans des contextes pedagogiques sortant du cadre traditionnel : enseignement par projet, sejours a<U+00A0> l'etranger, stages en entreprises. / Dans le cadre de l'UV GO01 on abordera successivement : · Un point de vue historique sur les grandes revolutions techniques de la representation du territoire (convergence entre le monde des bases de donnees et celui de la CAO) · Les bases theoriques de la representation numerique du territoire (modeles de donnees, modelisation des relations spatiales et semantiques) ·Une presentation detaillee des differents « metiers » de la geomatique et des approches, methodes et techniques qui leur sont propres : ·Production de donnees geographiques ·Mise en oeuvre de projet SIG ·Gestion de donnees geographiques ·Analyse spatiale, modelisation ·Aide a<U+00A0> l'information et a<U+00A0> la decision ·Une presentation du monde de l'information geographique en France, en Europe et au dela<U+00A0> : ·Le marche des donnees geographiques ·La normalisation en cours ·Les projets politiques en matiere d'information geographique et leurs enjeux ·L'offre logiciel et materiel en geomatique aujourd'hui. ·Un point de vue prospectif (Internet, modele volumetrique, intelligence artificielle, la tres grande echelle spatiale) En parallele a<U+00A0> la formation theorique, des sessions de TD seront proposees dans le but de fournir une premiere experience pratique des outils de la geomatique. On envisage deux sessions de TD : - TD 1 - initiation aux logiciels SIG vectoriels : Mapinfo et Arcgis (les deux leaders du marche) ' applications dans les domaines de la gestion de donnees urbaine (ou autre). - TD 2 ' montage d'un projet de base de donnees localisees / - Comprehension des grandes approches de modelisation numerique du territoire. - Acquisition du vocabulaire et des connaissances generales permettant de dialoguer avec l'ensemble des acteurs de la geomatique (cartographie numerique, base de donnees localisees, ch'aine de traitement de l'information geographique) - Niveau d'autonomie sur les logiciels SIG leader du marche bureautique (Mapinfo, ArcGis) - Decouverte d'un SIG orientee vers l'analyse spatiale raster Cette UV doit fournir aux etudiants les competences leur permettant d'utiliser les outils de la geomatique des leur stage de fin de 1ere annee de branche (BAC+3)."
"325","UR07","POLITIQUES URBAINES ET DROIT DE L'URBANISME / Politiques territoriales et urbaines Urbanisme reglementaire Politique de la ville PLUI Document de planification Projet urbain / Les politiques urbaines correspondent aux dispositifs publics d'intervention sur la ville, son cadre reglementaire et normatif, ses outils operationnels et leur mise en oeuvre (ex : politiques sociales et politiques d'habitat dediees aux Quartiers prioritaires de la ville- QPV). Le droit de l'urbanisme permet de dechiffrer les documents d'urbanisme (Plan Local d'Urbanisme Intercommunal- PLUI) qui fixent les regles d'un PROJET URBAIN - à realiser / Non renseigne / Non renseigne / - d'inscrire un projet d'amenagement urbain dans le cadre institutionnel et les dispositifs operationnels des politiques urbaines en generales, et de la politique de la ville et des autres politiques sectorielles (habitat, transport, environnement/energie) en particulier, et ce sur le temps long, pour mieux comprendre les dispositifs en vigueur (QPV, PCAET, PDU...) ; - d'inscrire un projet d'amenagement urbain au sein des documents d'urbanisme d'un territoire donne, a<U+00A0> travers le droit de l'urbanisme. / A l'issue de l'enseignement, l'etudiant sera capable de : 1. Inscrire dans leur contexte institutionnel historique, contemporain et conceptuel : a. les politiques d'amenagement et d'urbanisme fran<e7>aises ; b. et les politiques urbaines sectorielles fran<e7>aises : sociales (egalement appele politique de la ville), du logement et de l'habitat, de transport et mobilites, d'environnement et energie, de la culture et a<U+00A0> vocation internationale ; 2. Conn'aitre, analyser et se saisir de la reglementation en vigueur de la planification urbaine et sectorielle, de leurs documents-cadre, de leurs dispositifs operationnels (outils existants) pour elaborer de nouveaux documents de planification, et/ou programmer un projet d'amenagement. ex : QPV quartier prioritaire de la ville ou PDU plan de deplacement urbain. 3. Comprendre l'enjeu du droit de l'urbanisme entre etudes prealables de planification et etudes de conception, entre urbanisme reglementaire et urbanisme operationnel, en general, et de d'apprehender les documents de planification urbaine/ documents d'urbanisme, en particulier. 4. Analyser, elaborer et/ou conduire une demarche d'elaboration d'un document d'urbanisme (PLUi - PLan local d'urbanisme intercommunal ou SCOT - schema de coherence territorial) 5. Rediger un document de planification urbaine, type PLUi ou SCOT, depuis le diagnostic et le PADD (Projet d'Amenagement et de Developpement Durables) jusqu'au reglement et sa carte de zonage ; et ce aux echelles du grand territoire et a<U+00A0> l'echelle urbaine. / A l'issue de l'enseignement, l'etudiant sera capable de : 6. Travailler en equipe-projet / S1: Presentation de l'UV Introduction aux POLITIQUES URBAINES Les politiques urbaines d'amenagement (1/2) S2: Les politiques urbaines d'amenagement (2/2) S3: Les politiques urbaines sociales et la politique de la ville S4: Les politiques urbaines du logement et de l'habitat S5: Les politiques urbaines d'environnement S7 : Introduction au DROIT de l'URBANISME S8 : La sphere de l'Amenagement - Le Reglement National d'Urbanisme, les Lois d'Amenagement et d'Urbanisme S9 : Les mesures environnementales S10 : Les outils elabores a<U+00A0> une echelle inter-communautaire et au-dela<U+00A0> S11 : Le Schema de Coherence Territoriale S12 : Du Plan d'Occupation des Sols au Plan Local d'Urbanisme S13 : Les outils fonciers (Emplacement Reserve, Droit de Preemption Urbain, Zone d'Amenagement Differe, Expropriation) S14 : Les outils operationnels et les autorisations de construire / NA"
"326","WE01","ECRIRE, COMMUNIQUER ET COLLABORER SUR LE WEB / Technologies web Fonctionnement des reseaux Methodes agiles Redecentralisation d'Internet Low-technicisation du Web Capitalisme de surveillance Redaction scientifique Theorie du support Droit d'auteur / Le cours aborde les technologies du Web sous les angles theoriques (theorie du support et du document), pratiques (machines et langages), methodologiques (outils pour la collaboration en ligne et agilite) et culturel (usages et economie). Les etudiants apprendront à ecrire et publier sur le Web des articles et podcasts audio qui traitent une thematique du Web en utilisant les formats, outils et methodes du Web. / Outils et methodes de l'ingenieur / Outils et methodes de l'ingenieur / L'apprenant sera capable de mobiliser des connaissances theorique et pratique afin d'adopter une posture reflexive pour mener un projet de realisation et de deploiement d'une application web. / - L'apprenant sera capable d'analyser une situation de conception ou d'usage a<U+00A0> partir d'une reflexion theorique sur les specificites techniques du numerique dans le contexte du Web - L'apprenant sera capable de gerer des projets de developpement de sites web en integrant les specificites du Web - L'apprenant sera capable de participer a<U+00A0> etablir la strategie web d'une organisation - L'apprenant sera capable de realiser des sites web simples et de les mettre en ligne de fa<e7>on autonome - L'apprenant sera capable de choisir des outils de travail collaboratif et de gestion de projet en ligne et de former a<U+00A0> leurs usages et bonnes pratiques / - L'apprenant sera capable d'utiliser les documentations en lignes pertinentes pour l'usage des technologies web - L'apprenant sera capable de s'organiser ou d'organiser un travail d'equipe selon les methodologies agiles - L'apprenant sera capable d'adresser une question technologique, de la traiter a<U+00A0> l'ecrit et de la presenter a<U+00A0> l'oral / NA / NA"
"327","XL22","ENSEIGNEMENT THÉORIQUE DE MICROBIOLOGIE GÉNÉRALE ET BIOLOGIE MOLÉCULAIRE / microbiologie metabolisme microbien genetique / Cette UV consiste en une presentation theorique des bases de la microbiologie et de la biologie moleculaire qui permettront d'aborder ensuite des domaines tels que le genie genetique et la microbiologie appliquee à differents domaines. / Sciences du vivant / Biologie, biochimie, genetique / - comprendre le fonctionnement des differentes cellules microbiennes et d'identifier les techniques de biologie moleculaire utilisables selon les objectifs recherches. / - acquerir les notions theoriques fondamentales sur le fonctionnement metabolique des micro-organismes et sur les methodes de biologie moleculaire; - identifier et utiliser des notions pratiques de culture microbienne et de techniques de biologie moleculaire; - experimenter les conditions reelles de la mise en culture de micro-organismes en conditions steriles et d'utilisation de techniques basees sur l'ADN. / - travailler en equipe; - rediger un rapport d'experience en comparant les resultats a<U+00A0> l'etat de l'art; - organiser son travail afin d'assimiler les connaissances donnees tout au long du semestre; - distinguer les informations essentielles parmi l'ensemble de connaissances transmises et combler les lacunes par rapport a<U+00A0> la formation anterieure; / 1. Le monde microbien Elements de classification Cellule procaryote et eucaryote Principaux groupes de microorganismes 2. Physiologie et metabolisme microbien Nutrition, besoins elementaires Energie et definition des types metaboliques Metabolisme microbien 3. Le genome: structure et fonctions Structure de l'ADN Replication, transcription, traduction Regulations 4. Genetique bacterienne Mutations Recombinaisons genetiques 5. Recombinaisons in vitro Methodes du genie genetique / NA"
"328","CM11","CHIMIE GÉNÉRALE / liaisons chimiques Interactions moleculaires equilibres : acido-basique d'oxydo-reduction solubilite complexation cinetique formelle mecanismes reactionnels catalyse / description des concepts de base des equilibres chimiques en solution aqueuse et de la cinetique chimique destinee aux etudiants issus du baccalaureat. / Chimie / Chimie physique / Les etudiants doivent etre capables a<U+00A0> l'issue de cet enseignement de prevoir d'un point de vue thermodynamique et cinetique l'evolution d'un melange reactionnel plus ou moins complexe et de calculer la composition du melange a<U+00A0> l'equilibre. L'approche est progressive, les differentes familles d'equilibres en solution aqueuse sont d'abord etudiees avant d'aborder des melanges plus complexe et les interactions entres les equilibres. Les etudiants doivent aussi acquerir les notions de mecanismes reactionnels traduisant au niveau microscopique une equation bilan macroscopique. De plus, l'accent est mis tout au long du semestre sur la formation generale de l'esprit scientifique et en particulier sur la notion de modelisation theorique devant rendre compte de l'experience. Cet enseignement a donc egalement pour but d'approfondir la culture generale scientifique de l'etudiant. / NA / NA / Atomistique et liaisons chimiques Thermochimie et equilibres chimiques Interactions moleculaires Eau solvant ionique Equilibres acido-basiques Equilibres de complexation Equilibres de solubilite Equilibres d'oxydo-reduction Cinetique formelle Mecanismes reactionnels Catalyse homogene et heterogene / L'etudiant doit etre capable en fin de semestre de prevoir la reactivite chimique des elements du tableau periodique et de prevoir la formation et la structure des molecules simples. Il doit maitriser le calcul des concentrations des diverses especes en solution dans le cas de melanges simples puis complexes aboutissant par exemple a<U+00A0> la determination du pH de la solution. De plus, il doit savoir determiner les constantes de vitesse dans le cas d'ordre reactionnel simple et faire le lien avec la reactivite au niveau moleculaire. En outre, les travaux pratiques doivent permettre l'interpretation des calculs theoriques par des mesures experimentales."
"329","CM12","CHIMIE PHYSIQUE MINÉRALE / atomistique  diagrammes de phases  diagrammes d'energie  procedes chimiques structures moleculaires structures ioniques structures covalentes structures cristallines liaisons chimiques structures metalliques / Structures atomiques et moleculaires,tableau periodique, liaison chimique, structures cristallines (ioniques, metalliques, covalentes et moleculaires), equilibres et diagrammes de changement d'etat, stabilite et reactivite des composes chimiques, pyrometallurgie et procedes de la chimie minerale. / Chimie / Chimie minerale / NA / - comprendre les demarches qui permettent d'expliquer les proprietes physico-chimiques des composes mineraux; - acquerir les techniques de prevision de l'evolution des systemes chimiques simples (diagrammes d'etat, diagrammes enthalpiques); - avoir une premiere connaissance des procedes industriels. / NA / 1. Structures atomiques et moleculaires : - La structure des atomes - La classification periodique - Les differents types de liaison dans les molecules et les cristaux 2. Les edifices cristallins : - Proprietes des solides covalents - Proprietes des composes ioniques - Proprietes de la liaison metallique - Les solides moleculaires - Description des structures cristallines 3. stabilite des composes chimiques : - Les differents etats de la matiere - Diagrammes d'etats, diagrammes d'equilibre - Diagrammes enthalpiques 4. Procedes de la chimie mminerale : - Procedes d'extraction des gaz - Affinage des metaux - Synthese et elaboration de quelques composes mineraux (acides sulfurique, ammonniac et derives...) / - Savoir decrire les molecules simples et les cristaux, et pouvoir en deduire certaines proprietes physico-chimiques fondamentales. - Comprendre et utiliser les diagrammes de phase et les diagrammes enthalpiques - apprehender certains processus d'extraction (distillation, affinage...) et de synthese (engrais, detergents, chimie lourde...)"
"330","CM13","CHIMIE DES SUBSTANCES ORGANIQUES ET BIOLOGIQUES / NA / Presentation des structures et de la reactivite des composes organiques et biologiques. / Chimie / Chimie organique / Cette UV vise a<U+00A0> comprendre, decrire et prevoir la structure des molecules, les effets electroniques qui y sont presents, leurs structures tridimensionnelles, leurs comportement et proprietes. L'enseignement se focalise sur la comprehension des phenomenes plutot que sur l'apprentissage simple et sur le catalogue des reactions des differents groupements fonctionnels. / NA / NA / introduction separation, purification et caracterisation de composes organiques nomenclature structure electronique des atomes, effets inductifs et mesomeres interactions moleculaires isomeries mecanismes reactionnels alcanes alcenes, petrochimie, polymeres alcynes arenes derives halogenes composes organo-metalliques alcools, phenols, thiols, etheroxydes amines aldehydes et cetones acides carboxyliques et derives lipides et molecules liposolubles glucides acides amines et proteines / Au terme de cet enseignement, les etudiants doivent etre capables de comprendre, de decrire et de prevoir la structure des molecules, les effets electroniques qui y sont presents, leurs structures tridimensionnelles et leurs proprietes."
"331","HT05","THÉORIES TECHNOLOGIQUES APPLIQUÉES / Analyse fonctionnelle Analyse de la valeur Invention Theories de la technique / Ce cours vise à articuler des competences methodologiques de conception (principalement analyse fonctionnelle et analyse de la valeur) à des competences philosophiques et theoriques pour saisir la technique (principalement G.SIMONDON et A.LEROI-GOURHAN mais aussi B.GILLE et J.BECKMANN). L'enseignement comprend la lecture suivie et detaillee de textes importants et un travail applicatif d'analyse de systemes socio-techniques. / Sciences humaines et sociales / Sciences humaines et sociales / NA / NA / NA / NA / NA"
