"","Code","Description"
"229","RO06","Etude de plusieurs approches basees sur des techniques avancees d'optimisation et les principes de la simulation, presentation d'un systeme de simulation (Witness) et de quelques techniques de modelisation et d'optimisation pour des problemes d'approvisionnement et de distribution."
"230","RR01","cette UV pose les principes generaux du genie de la reaction chimique allant de l'interpretation des mesures cinetiques à l'etude des reacteurs biologiques en passant par le calcul et dimensionnement des reacteurs chimiques ideaux."
"231","RR02","Cette UV s'interesse au diagnostic, au dimensionnement et à l'optimisation des reacteurs polyphasiques. L'enseignement est divise en 4 parties principales : 1- Ecoulements non ideaux et Distribution des Temps de Sejour ; 2- Reacteurs catalytiques ; 3- Reacteurs à solides consommables ; 4- Reacteurs gaz-liquide."
"232","RV01","Comment creer une application de realite virtuelle ? Au travers d'exemples d'applications et d'un projet fait sous Unity avec casque HTC VIVE, les concepts d'interaction 3D,de graphe de scene et de perception de l'environnement sont abordes."
"233","SA11","le theatre : qu'est-ce que jouer ? Qu'est-ce qu'un acteur ? Comment dire un texte ?"
"234","SA12","SA12 consiste à experimenter et s'approprier la diversite des techniques de l'acteur, et notamment l'improvisation theatrale, comme outil de developpement de competences communicationnelles."
"235","SC01","Participation à un seminaire de recherche reunissant des specialistes autour d'une question transversale dans le champ des sciences cognitives (psychologie, philosophie, anthropologie, neurosciences...) Redaction d'un rapport à partir d'une conference ou d'une question soulevee durant ce seminaire."
"236","SC11","Introduction au projet general des sciences cognitives et à leurs principales disciplines et theories. E partir d'un arriere-plan philosophique (probleme des rapports entre matiere et pensee) et d'exemples de realisations concretes en psychologie, linguistique, intelligence artificielle et neurosciences, les deux principales theories actuelles de la cognition sont presentees : la computation et l'enaction."
"237","SC12","cette UV, sur les Technologies Cognitives et la spatialisation de l'information, vise à comprendre comment des dispositifs techniques transforment non seulement nos facons d'agir et d'interagir, mais aussi nos facons de penser et de percevoir. Cette etude est indispensable pour orienter l'innovation technologique par la comprehension de ses usages et des conditions de son adoption sociale."
"238","SC21","Quel est le rapport entre langage et pensee ? Comment expliquer l'origine du langage ? Le langage est-il inne et universel ? Que sait-on du fonctionnement des langues ? Est-ce qu'une machine peut ""parler"" ? Cette UV aborde les questions langagieres fondamentales en confrontant les reponses apportees par la linguistique, la philosophie et les sciences cognitives et montre leur pertinence pour le developpement de technologies basees sur le T.A.L."
"239","SC22","Les dimensions socioculturelles affectent la relation des individus aux techniques, de la conception aux usages. Reciproquement, les techniques remodelent les determinants socioculturels des individus. Les etudiants ingenieurs doivent être capables de comprendre les ressorts de la co-constitution des techniques, de la culture et des rapports sociaux. Ce cours les explore dans une perspective pluridisciplinaire et intersectionnelle."
"240","SC24","L'apprentissage est un processus d'acquisition de competences et connaissances quotidien, qui prend de multiples formes et implique des mecanismes varies (comportementaux, cognitifs, sociaux, neurologiques). L'UV propose une introduction aux grandes theories de l'apprentissage en psychologie, en s'interessant tout particulierement aux capacites de perception. Une formation à la methode experimentale est egalement proposee (TD)."
"241","SC25","L'UV « Cognition Sociale : Interactions et Collectifs » est une UV de psychologie cognitive dont l'objectif est d'aider à comprendre comment les individus entrent en interaction, communiquent, cooperent, ou forment des collectifs. Au long du semestre, nous examinerons la nature des phenomenes d'intersubjectivite, la structure des reseaux sociaux, et les origines evolutives de l'espece humaine."
"242","SC26","Cette UV de science et technologie de la cognition aborde la question du raisonnement et presente un etat des lieux critique des recherches consacrees à l'etude de ce mecanisme. Raisonner est l'activite coeur du cycle du renseignement et nous profitons de ce contexte metier pour entrer concretement dans cette matiere et ce, au travers de la conduite d'un projet ""reel""."
"243","SI01","Pourquoi est-il important de partager les connaissances scientifiques avec le grand public ? Est-ce une exigence democratique ? Les grands choix scientifiques et techniques doivent-ils être faits par des specialistes, des politiques ou avec le grand public ? SI01 s'interesse à l'evolution de la communication scientifique et aux enjeux societaux du partage du savoir."
"244","SI02","SI02 prepare au recrutement (CV, lettres etc.), à la dimension communicationnelle du management d'equipe (animation de reunion, gestion d'equipe et des conflits), à la negociation et à la preparation de dossiers professionnels (cahiers des charges, notes diverses)."
"245","SI07","Fausses nouvelles, culture de masse, concentration des medias : comment en sommes-nous arrives là ? Suivre l'UV SI07 c'est decouvrir les causes historiques de l'emergence des medias de masse et reflechir ensemble sur notre statut de lecteur-spectateur-auditeur des medias contemporains."
"246","SI11","comment parler en public ? Ecouter et parler ; travail pratique en petits groupes."
"247","SI14","l'apprentissage à la prise de parole en publique se fait à travers la realisation de projets video et d'une serie de presentations orales portant sur divers aspects de la communication verbale et non verbale adaptes à un contexte culturel donne."
"248","SI20","Ce cours introduit à la rhetorique et aux arts du discours ; il s'agit notamment d'apprendre à construire son argumentation, articuler et presenter ses idees de maniere claire et convaincante dans des contextes pedagogiques (enseignements) comme professionnels, à l'oral et à l'ecrit."
"249","SI22","E travers l'analyse d'objets varies (affiches, unes de journaux, emissions televisuelles, films, sites Web politiques), l'UV a pour objectifs de susciter une lecture critique des messages auxquels nous sommes confrontes quotidiennement et de permettre une meilleure apprehension de nos pratiques symboliques. Les modalites de construction du sens et les enjeux du numerique dans ce processus sont au centre des interrogations de l'UV."
"250","SI24","Courriers electroniques, presentations, redaction collaboratives de documents, etc. : nous pratiquons tous, quotidiennement, l'ecriture numerique. Mais en quoi ces nouveaux dispositifs d'ecriture transforment-ils nos manieres d'ecrire de tous les jours, nos ecritures « ordinaires » ? Nous etudierons (approche theorique) les specificites de l'ecriture numerique afin de porter un regard critique sur nos pratiques d'ecriture quotidiennes."
"251","SI28","Recits interactifs, jeux video, art numerique... Dans quelle mesure les caracteristiques du support numerique peuvent-elles generer de nouvelles formes d'ecriture et de scenarisation ? Grace à la prise en main de certains logiciels (notamment Unity, Twine, mais aussi logiciels de graphisme, de son, de video), vous concevrez et realiserez un projet interactif et multimedia en exploitant les specificites du support (PC, smartphone, tablette...)."
"252","SI90","Savoir analyser une controverse en ligne : utiliser et ameliorer les outils existants (fouille de donnees, ingenierie documentaire), reperer le contexte, les acteurs et la construction du debat (dimension sociale, politique, ethique et symbolique) ; savoir synthetiser ; savoir prendre une decision dans un environnement incertain ; prendre conscience de la non-neutralite des dispositifs d'ecriture numerique et de l'activite langagiere."
"253","SO04","l'UV permet de decouvrir la matiere juridique à travers le droit constitutionnel, le droit communautaire ainsi que le droit public et prive (pour ces derniers, par l'etude de l'organisation de la justice, la preuve, les contrats, la responsabilite)."
"254","SO05","Cette UV a pour objectif de familiariser les etudiants à la sociologie des organisations. Seront abordees les organisations au sens large: entreprises, industries à risque, associations et collectifs en reseaux. Objectifs pedagogiques: -Donner aux futurs ingenieurs des outils conceptuels et methodologiques pour reconnaître et analyser des contextes organisationnels contemporains.-S'adapter et participer au changement dans les organisation"
"255","SO06","Malgre la diversite des situations economiques ou des traditions administratives, les pouvoirs publics ont mis en place des organisations des systemes de sante avec de nombreux points communs: organes regulateurs, systemes normatifs, assurances maladie, gestion des hôpitaux...C'est un exemple concret de gestion d'un systeme complexe. Voir la rubrique ""details supplementaires""."
"256","SO07","Can we govern technology and how? By bringing together different disciplines (political science, law, and economics), this course explores the technical and social arrangements that shape the organization and transformation of content and practices on the web. It adopts a thematic and historical perspective, which aims to discuss specific issues, but above all to grasp the evolution and ruptures that mark the the regulation of the Internet."
"257","SP01","Cette UV s'appuie sur la pratique sportive. Elle permet de comprendre le fonctionnement de son corps sur les plans de la physiologie, de l'anatomie, des mecanismes d'apprentissage. Elle renseigne sur l'organisation du sport en France. Une sensibilisation est apportee aux technologies dedies à l'entrainement sportif. Cette UV est inscrite dans le Mineur ""Sport et Technologie""."
"258","SP02","encadrement reel d'une activite sportive ou d'un projet sportif ou realisation d'un projet sportif personnel."
"259","SP11","Cette UV a pour objectif d'explorer les processus de l'adaptation biologique à l'exercice physique. Cette adaptation est faite tout le long de la vie depuis la phase de croissance lors de la maturite puis en senescence. Celle-ci comprend les adaptations liees à une pathologie (diabete, obesite, ...) mais aussi celles liees à un environnement(chaleur, altitude, microgravite)"
"260","SP22","Cette uv traite de management, du management de soi.SP, car elle est nee de notre activite de preparateur mental aupres de sportifs de haut niveau.Mener à bien un projet exigeant (sportif,scolaire, professionnel...)demande d'être capable de lire la situation, les autres et soi-même afin d'adopter des conduites adaptees et efficaces. L'ecoute et la connaissance de soi fondent alors cette efficience respectueuse de son emancipation personnelle."
"261","SR01","- apprentissage du langage C - Developpement de programmes (compilation, make,...) - Utilisation pratique d'un systeme d'exploitation (commandes shell, fichiers, reseau, interface graphique,...) - Programmation systeme (gestion des processus, les signaux, ...) - apprentissage du langage Python (objets, modules, interfaces graphiques, ...)."
"262","SR02","L'UV explique les fondements des systemes d'exploitation, en presentant les mecanismes internes des systemes existants (essentiellement UNIX) et la facon dont ils sont implementes. Elle applique ces notions par l'apprentissage de la programmation systeme."
"263","SR03","L'UV est destinee à fournir: les bases sur les aspects architecturaux mis en oeuvre dans les systemes d'informations de type Internet; des techniques de communication (sockets, WebSocket) aux serveurs d'application ; une introduction à des langages, standards, Frameworks et technologies web comme HTML, CSS, JavaScript, REACT, API web, PHP, JEE, Spring; des outils pour le developpement web eco-responsable."
"264","SR04","Dans cette UV, nous presentons les architectures et technologies reseaux ainsi que les protocoles de communication. Nous etudierons ensuite les technologies des differentes infrastructures de transport de l'information permettant de batir de grandes architectures de systemes d'information d'entreprise( reseaux locaux, sans fil, reseaux longue distance, interconnexion de reseaux) en mettant l'accent sur les protocoles de l'Internet (IPv4, IPv6)."
"265","SR05","L'UV presente les fondements des systemes repartis (concepts, hypotheses, modelisations, preuves), les principaux algorithmes (horloges, sauvegardes, parcours de reseaux, election, terminaison, gestion de ressources...) et decrit des applications cles. Le projet par equipes permet d'aborder la conception d'applications reparties. Volume de 32h de cours et 32h de TD en partie sur machine."
"266","SR06","L'UV introduit la securite informatique. Elle est decoupee en trois modules de 4 semaines chacun : risque (analyse, PSSI, droit, referentiels et methodologies), cryptographie (algorithmes, chiffrement, infrastructure à cles publiques) et protection (bonnes pratiques, developpement robuste, management de la securite). Cours 2h, TD 2h sur machine, conferences, projets."
"267","SR07","Cette UV aborde les concepts permettant de concevoir des architectures informatiques cyber-resilientes, c'est-à-dire capables de faire face aux pannes et aux malveillances. Elle est organisee en 2 modules de 4 semaines : conception d'architectures resilientes et defense des systemes d'information."
"268","SR08","L'UV presente les architectures avancees integrant la chaîne complete de la collecte de donnees provenant de diverses sources comme l'IoT, leur transport, ainsi que leur stockage et partage pour traitement sur cloud. Nous etudierons les differentes approches cloud (public, prive, hybride) en mettant en avant les avantages et inconvenients des unes par rapport aux autres selon les environnements de deploiement."
"269","SR09","L'objectif de l'UV SR09 est de faire participer les etudiants à la realisation d'un projet sous la supervision d'un enseignant et en collaboration avec des entreprises ou des laboratoires de recherche dans les thematiques de la sûrete de fonctionnement et/ou de la securite des systemes informatiques."
"270","SY02","Etude theorique et pratique des concepts et des methodes de base de la statistique en vue de son utilisation dans les sciences de l'ingenieur."
"271","SY03","En SY03, l'accent est mis sur les energies mecaniques et electriques, afin d'etudier les systemes d'entraînements electriques (SEE). Le programme porte sur les aspects theoriques et technologiques des composants et de leurs interactions (source et stockage d'energie, convertisseur, machine electrique, transmissions). L'objectif est que les etudiants soient capables de proposer et de defendre un SEE complet repondant à un cahier des charges."
"272","SY04","SY04 permet de decouvrir les bases de l'automatique. Elle propose de donner les outils necessaires à la representation du comportement des systemes (mecanique, electrique, biologique...) et les techniques de reglage pour leur commande.A l'issue de l'enseignement, l'etudiant sera capable d'asservir un systeme lineaire."
"273","SY05","Cette UV presente les connaissances theoriques et appliquees necessaires au contrôle des procedes chimiques et biologiques. La dynamique des procedes, l'instrumentation et les regulateurs PID simples sont d'abord etudies. La deuxieme partie de l'UV est consacree aux modes de contrôle avances et au contrôle multivariable."
"274","SY06","l'objectif de cette UV est de donner aux etudiants les elements de theorie necessaires pour l'analyse des signaux et pour comprendre les traitements elementaires permettant d'extraire les informations qu'ils contiennent."
"275","SY08","presentation des modeles de base (automates, machines à etats à entrees et sorties binaires, reseaux de Petri, Grafcet,UML Etats-Transitions) utilises pour representer les comportements logiques et temporels de systemes à evenements discrets. Techniques de modelisation, de simulation, et d'analyse des principales proprietes."
"276","SY09","presenter les techniques modernes de l'analyse de grands ensembles de donnees et developper les outils de base de la fouille de donnees (data mining)."
"277","SY10","Cette introduction à la theorie du flou expose les outils dedies à la modelisation de processus complexes et au traitement d'informations imprecises, incertaines et subjectives. L'UV presente de nombreuses applications concretes de cette approche mathematique non-standard, en sciences pour l'ingenieur et sciences de la decision : evaluation, contrôle, diagnostic, supervision, prediction, conception de produit, analyse de risque, maintenance."
"278","SY12","L'objectif de l'UV est de former les etudiants aux methodes et outils de modelisation d'entreprise pour ameliorer les performances du systeme de production dans un contexte d'optimisation coût-delai-qualite. Il s'agit aussi pour les etudiants d'apprehender la culture du lean manufacturing par le biais d'exemples industriels concrets."
"279","SY14","Cette UV donne les principaux elements pour comprendre, analyser, observer et contrôler l'evolution des systemes dynamiques physiques ou cyber-physiques (e.g., robots, systemes de production). L'UV met l'accent tout particulierement sur les principaux formalismes theoriques et pratiques pour etudier et maîtriser la commande des systemes lineaires."
"280","SY15","Ce cours s'interesse aux methodes d'automatique avancee pour les systemes robotiques autonomes (robots mobiles, drones, vehicules intelligents, humanoïdes, etc.) qui mettent en oeuvre des systemes informatiques temps-reel pour implementer des contrôleurs. L'UV porte essentiellement sur le contrôle d'execution avec observateur et presente une ouverture vers l'autonomie decisionnelle et la planification."
"281","SY19","Presentation des bases de l'apprentissage automatique (machine learning), domaine à l'interface de l'intelligence artificielle et de la science des donnees, visant à donner aux ordinateurs la capacite d'apprendre sans être explicitement programmes. Application pratique des techniques etudiees en cours à l'aide du logiciel R."
"282","SY27","L'objectif de l'UV est de mettre en application et d'approfondir des connaissances dans le domaine du temps reel et de l'informatique embarquee pour des machines robotiques intelligentes. L'UV est organisee autour d'une etude de cas differente tous les ans. Les etudiants travaillent en equipes pour realiser des demonstrations dans des conditions reelles."
"283","SY28","Cette UV s'interesse à l'etude des systemes cyber-physiques (SCP), avec un focus sur les systemes multi-robots, qui sont utilises dans des secteurs technologiques de pointe, comme ceux lies à la mobilite dans la ville du futur et/ou l'industrie 4.0. A l'issue de l'enseignement, l'etudiant sera capable de comprendre les methodes et principaux composants technologiques pour assurer un fonctionnement efficient et sûr de ces SCP complexes."
"284","SY31","Le but de cette UV est d'acquerir les notions theoriques et pratiques de base necessaires à la comprehension des capteurs, allant des principes de mesures jusqu'à leur integration dans des systemes intelligents en passant par les traitements de l'information et la gestion des incertitudes de mesures. Plusieurs exemples de capteurs seront etudies tout au long du semestre : telemetre, camera, centrale inertielle, GPS."
"285","SY32","L'UV SY32 introduit la vision par ordinateur par des algorithmes classiques et d'apprentissage machine, jusqu'aux reseaux de neurones. Elle aborde des problemes du traitement des images et videos tels : la formation des images, des transformations et filtrages, l'etalonnage des cameras, l'etude du mouvement, la detection et classification d'elements, l'estimation de la 3D par stereovision."
"286","TA02","cette uv a pour but l'apprentissage des principales methodes usuelles pour l'evaluation economique des projets : element du calcul economique; evaluation et critere de choix des investissements; strategie; theorie de l'actualisation; prix de revient economique et duree de vie des equipements; analyse marginale,..."
"287","TF01","Integrer les concepts physiques relatifs à l'ecoulement des fluides pour resoudre et dimensionner une large gamme de problemes d'ingenieurs relevant de la mecanique des fluides."
"288","TF06","transfert de chaleur par conduction, convection et rayonnement thermique ; echangeurs thermiques ; transfert avec changement de phase (condensation, ebullition). A l'issue de l'enseignement, l'etudiant sera capable d'evaluer les differents processus d'echanges thermiques dans les solides, les liquides et les gaz, par conduction, convection et rayonnement."
"289","TF14","il s'agit d'apprendre à dimensionner les differentes operations de transfert de matiere dont la limite est d'ordre thermodynamique."
"290","TF70","Presentation de methodes de calcul et d'assemblage des echangeurs thermiques, ainsi que des techniques de dimensionnement."
"291","TF71","Le cours concerne les biomasses, leur fractionnement et leurs transformations dans un objectif de valorisation en matiere et en energie. Les principaux procedes de biotransformation, de separation physique et de thermochimie de valorisation de la biomasse y seront presentes. Cette demi-UV aura lieu dans la permiere moitie du semestre printemps (avant les medians). L'evaluation aura lieu durant la semaine des medians."
"292","TH02","cette UV est orientee vers la technologie et le calcul des principaux dispositifs de production de chaleur par combustion/incineration, de vapeur et d'energie electrique par l'utilisation des turbines à gaz ou à vapeur. A l'issue de l'enseignement, l'etudiant sera capable d'evaluer les differentes etapes de la production de l'energie thermique et l'electrique par combustion des combustibles gazeux, liquides ou solides."
"293","TH04","calcul et dimensionnement d'installations de production de froid industriel."
"294","TN02","A l'issue de la formation, l'etudiant sera capable de determiner les solutions constructives adaptees aux fonctions mecaniques classiques et concevoir des mecanismes integrant ces fonctions."
"295","TN08","L'UV permet d'acquerir les bases de dessins et d'illustrations pour representer un objet ou un concept dans sa phase d'avant projet. Maitrise des perspectives à trois points, mise en place des ombres et mise en couleur aux feutres de l'esquisse pour realiser un rough ou dessin realiste. A l'issue de l'enseignement, l'etudiant sera capable de representer un produit en mobilisant des techniques de dessins, de perspectives et de mise en page."
"296","TN12","L'objectif de l'UV est de completer et de mettre en oeuvre la methodologie des systemes mecaniques, sur un cas reel et en utilisant un logiciel de CAO."
"297","TN13","Mise en oeuvre concrete des connaissances scientifiques et techniques pour le dimensionnement de systemes mecaniques à caracteres industriels. A l'issue de l'enseignement, l'etudiant sera capable de modeliser un systeme mecanique complet coherent avec un objectif et un contexte de conception."
"298","TN14","A l'issue de l'enseignement, l'etudiant sera capable d'utiliser la transmission de puissance hydraulique pour concevoir un systeme mecanique."
"299","TN20","A l'issue de cet enseignement, l'etudiant doit être capable de creer des representations graphiques numeriques afin de supporter la collaboration lors des activites de conception. Cet enseignement permet notamment aux etudiants de maîtriser les bases des logiciels de CAO et la methodologie ""squelette""."
"300","TN21","Cet enseignement vise à apprehender le processus de conception produit dans un contexte multidisciplinaire et collaboratif. Cela necessitera d'apprehender les outils supports à ce processus integrant l'ensemble du cycle de vie du produit (PLM) mais aussi les informations issues de l'utilisation et de la fin de vie du produit (Internet of Things, realite augmentee et analyse de donnees)."
"301","TN22","A l'issue de la formation, l'etudiant sera capable de concevoir des solutions constructives classiques pour des systemes mecaniques usuels."
"302","TN23","L'UV presente les outils necessaires aux futurs ingenieurs pour resoudre et optimiser des problemes lies à un processus de fabrication (conventionnel ou non) pour des materiaux metalliques. A l'issue de l'enseignement, l'etudiant sera capable de trouver et optimiser le processus de fabrication mecanique le plus adapte à une piece en fonction de ressources materielles disponibles."
"303","TN24","Mise en oeuvre d'usinage sur machines-outils à commande numerique (MOCN). Des etudes concretes et approfondies seront realisees. L'UV revelera l'environnement materiel et numerique des MOCN au sein d'un atelier et d'une usine de production. Les variantes en termes d'equipements facilitant la flexibilite et la productivite en production seront abordees."
"304","TN29","A l'issue de cet enseignement, l'etudiant doit être capable de comprendre le rôle et de manipuler differents outils de definition et de developpement de systemes. Cet enseignement s'interesse notamment aux phases de conception preliminaire (ingenierie et simulation systeme) et detaillee (conception collaborative et Knowledge Based Engineering)."
"305","TN30","Cette UV a pour objectif de presenter aux etudiants les metiers associes à la XAO. Les interventions sont assurees par des professionnels issus de grands groupes industriels, de PME, de societes de services, de centres techniques. Les domaines developpes sont : Conception Assistee par Ordinateur, Ingenierie Assistee par Ordinateur, Fabrication Assistee par Ordinateur, Product Lifecycle Management, Enterprise Resource Planning, Realite Virtuelle."
"306","TO01","Cette UV prepare les etudiants au TOEIC ""Listening and Reading"". Le TOEIC ( Test of English for International Communication) est un test qui evalue l'aptitude des personnes non anglophones à comprendre l'anglais dans un contexte de communication internationale."
"307","TO02","Cette UV prepare les etudiants au TOEFL iBT (Internet-Based Test). Le test TOEFL administre sur ordinateur via Internet (iBT) prepare les etudiants à communiquer en anglais dans un contexte universitaire en faisant appel à 4 competences cles : Comprehension ecrite, Comprehension orale, Expression orale, Expression ecrite"
"308","TS01","Fournir les principes de base de la maîtrise des risques dans differents domaines (risque industriel, accident du travail, risque environnemental, risque produit, gestion de crise et risk-management). Pour chacun d'eux presentation des accidents ou des crises exemplaires, des aspects reglementaires et des methodes à mettre en oeuvre. Les TD privilegieront l'apprentissage de quelques methodes parmi les plus universelles."
"309","TS02","l'UV donne acces à une competence en resolution de problemes de securite centres autour des risques collectifs (explosions, incendies, fuites massives)qui affectent les procedes et les riverains de l'usine."
"310","TSN1","Le theme «Sport et Sante» est devenu un enjeu de societe et de sante publique. L'objectif de cet enseignement est double : par la mise en situation (simulation du vieillissement, surcharge ponderale, baisse de l'acuite visuelle ou auditive), l'etudiant mesurera l'impact de ces deficiences dans le cadre de l'activite physique. En parallele sera apprehendee une palette d'outils de quantification et d'evaluation de l'activite physique et sportive."
"311","TSN2","TSS02 sera consacre à la realisation d'une preuve de contexte, d'un prototype, d'une solution technique, d'une application pour le monitoring d'une pratique sportive specifique (athletisme, equitation, escrime, aviron, badminton, tir à l'arc, Tai Chi, Pilates,...) ou la realisation d'un equipement ou d'un service pervasif pour la prevention ou la preservation de l'autonomie de la personne."
"312","TX00","l'UV TX est une UV technique appartenant à la categorie ""Techniques et Methodes"" (TM). Elle permet aux etudiants de realiser un projet technique concret mettant en oeuvre une approche d'ingenierie."
"313","UB01","Ce cours introduit l'etudiant au domaine des ""Travaux Publics» en zone urbaine. Il explique les logiques de fonctionnement, de distribution et de conception de reseaux d'abduction d'eau potable, d'evacuation des eaux usees, des projets de voirie et dimensionnement des chaussees. L'etudiant obtiendra les bases theoriques et techniques de conception ainsi que les methodologies de planification de travaux."
"314","UB02","La planification urbaine necessite des transports comme outil pour realiser la delocalisation/relocalisation des activites urbaines. L'UV introduit l'etudiant au domaine des transports et aux logiques de fonctionnement et planification de systemes de transport urbain. L'etudiant apprendra la theorie et techniques necessaires à la modelisation des reseaux et à la conception des services et de projets d'infrastructures de transport urbain."
"315","UB03","Il s'agit ici d'introduire les questions des liens entre territoire et deplacement, entre transport et mobilite par une approche socio-spatiale de l'urbanisme. Il sera question de montrer les interrelations et les liens entre la ville et les mobilites, entre l'espace urbain et les flux en vue de comprendre les dynamiques territoires en lien avec les transports"
"316","UB06","Le projet urbain est un mode de fabrication urbaine qui consiste à definir et mettre en oeuvre des mesures d'amenagement sur un territoire urbain donne, en partenariat avec l'ensemble des acteurs concernes, en vue d'un developpement urbain durable. UB06 propose une vision transversale de ce mode de faire la ville."
"317","UB08","Cette UV donne les bases necessaires à la comprehension des processus physiques qui dominent le cycle de l'eau et qui conduisent à l'apparition du ruissellement superficiel. Elle aborde les principes de la modelisation hydrologique et initie les etudiants à la description mathematique et/ou conceptuelle d'un systeme hydrologique en vu de simuler son comportement futur."
"318","UB10","Les echanges thermiques par l'enveloppe du batiment; echanges radiatifs en milieu urbain; energies et ambiances urbaines. Ce cours offre les bases physiques pour etudier la ville comme un systeme thermique, en insistant sur les rapports entre physique et geometrie."
"319","UR02","L'UV a pour objectif d'initier les etudiants aux enjeux theoriques et pratiques de l'histoire de l'urbanisme et de l'amenagement urbain contemporain ; de distinguer urbanisme reglementaire et operationnel ; de realiser un diagnostic territorial et urbain, depuis l'echelle de la rue jusqu'à celle de l'agglomeration, en mobilisant des donnees qualitatives (releves de terrain), quantitatives, et en produisant une cartographie adaptee."
"320","UR03","Le cours UR03 propose aux etudiants une premiere approche des differentes notions de conception d'une maquette numerique, à la fois theoriques et pratiques, leur permettant de travailler aux trois echelles presentes en GU : batiment, ville et territoire. L'enseignement propose aussi une approche relativement complete et concrete des outils de CAO (AutoCAD, Revit Architecture et Dynamo) à travers differents projets."
"321","UB06","Le projet urbain est un mode de fabrication urbaine qui consiste à definir et mettre en oeuvre des mesures d'amenagement sur un territoire urbain donne, en partenariat avec l'ensemble des acteurs concernes, en vue d'un developpement urbain durable. UB06 propose une vision transversale de ce mode de faire la ville."
"322","UB10","Les echanges thermiques par l'enveloppe du batiment; echanges radiatifs en milieu urbain; energies et ambiances urbaines. Ce cours offre les bases physiques pour etudier la ville comme un systeme thermique, en insistant sur les rapports entre physique et geometrie."
"323","UR02","L'UV a pour objectif d'initier les etudiants aux enjeux theoriques et pratiques de l'histoire de l'urbanisme et de l'amenagement urbain contemporain ; de distinguer urbanisme reglementaire et operationnel ; de realiser un diagnostic territorial et urbain, depuis l'echelle de la rue jusqu'à celle de l'agglomeration, en mobilisant des donnees qualitatives (releves de terrain), quantitatives, et en produisant une cartographie adaptee."
"324","UR03","Le cours UR03 propose aux etudiants une premiere approche des differentes notions de conception d'une maquette numerique, à la fois theoriques et pratiques, leur permettant de travailler aux trois echelles presentes en GU : batiment, ville et territoire. L'enseignement propose aussi une approche relativement complete et concrete des outils de CAO (AutoCAD, Revit Architecture et Dynamo) à travers differents projets."
"325","UR05","Le cours se divise en 3 grands chapitres : - l'urbanisme durable et l'adaptation des villes au changement climatique, - l'evaluation environnementale et les etudes d'impacts, - le droit de l'environnement"
"326","UR06","Cette uv presente les concepts, la theorie et la pratique des Systemes d'Information Geographiques (SIG) : modelisation numerique du territoire et des phenomenes spatiaux ; approche pratique des outils... A l'issue du semestre, l'etudiant sera capable de mettre en place un SIG, d'interroger les bases de donnees spatiales et attributaires et de produire des documents afin de repondre à une problematique d'aide à la decision en gestion territoriale"
"327","UR07","Les politiques urbaines correspondent aux dispositifs publics d'intervention sur la ville, son cadre reglementaire et normatif, ses outils operationnels et leur mise en oeuvre (ex : politiques sociales et politiques d'habitat dediees aux Quartiers prioritaires de la ville- QPV). Le droit de l'urbanisme permet de dechiffrer les documents d'urbanisme (Plan Local d'Urbanisme Intercommunal- PLUI) qui fixent les regles d'un PROJET URBAIN - à realiser"
"328","WE01","Le cours aborde les technologies du Web sous les angles theoriques (theorie du support et du document), pratiques (machines et langages), methodologiques (outils pour la collaboration en ligne et agilite) et culturel (usages et economie). Les etudiants apprendront à ecrire et publier sur le Web des articles et podcasts audio qui traitent une thematique du Web en utilisant les formats, outils et methodes du Web."
"329","XL22","Cette UV consiste en une presentation theorique des bases de la microbiologie et de la biologie moleculaire qui permettront d'aborder ensuite des domaines tels que le genie genetique et la microbiologie appliquee à differents domaines."
"330","CM11","description des concepts de base des equilibres chimiques en solution aqueuse et de la cinetique chimique destinee aux etudiants issus du baccalaureat."
"331","CM12","Structures atomiques et moleculaires,tableau periodique, liaison chimique, structures cristallines (ioniques, metalliques, covalentes et moleculaires), equilibres et diagrammes de changement d'etat, stabilite et reactivite des composes chimiques, pyrometallurgie et procedes de la chimie minerale."
"332","CM13","Presentation des structures et de la reactivite des composes organiques et biologiques."
"333","HT05","Ce cours vise à articuler des competences methodologiques de conception (principalement analyse fonctionnelle et analyse de la valeur) à des competences philosophiques et theoriques pour saisir la technique (principalement G.SIMONDON et A.LEROI-GOURHAN mais aussi B.GILLE et J.BECKMANN). L'enseignement comprend la lecture suivie et detaillee de textes importants et un travail applicatif d'analyse de systemes socio-techniques."
"334","INF1","il s'agit d'un premier contact avec le raisonnement informatique (pour la creation de taches automatisees), l'algorithmique et la programmation. L'etudiant apprend à realiser des algorithmes puis à les transformer en petits programmes reels."
"335","IS02","L'objectif de l'UV IS02 est d'enseigner et mettre en pratique les techniques et methodes d'evaluation environnementale. Une attention particuliere sera donnee à l'Analyse de Cycle de Vie. Cette UV permettra aussi d'aborder les connaissances et competences associees à la comprehension des phenomenes environnementaux."
"336","MT22","Continuite, differentiabilite des fonctions de plusieurs variables reelles. Courbes et surfaces de R^3. Integrales multiples ; curvilignes, surfaciques. Theoremes integraux."
"337","MT23","Cette UV permet d'acquerir les bases en algebre lineaire et d'en voir quelques applications."
"338","NF92","Dans cette UV sont abordes les concepts et les outils de base pour manipuler les informations et comprendre le potentiel de leur traitement automatique. Les enseignements concernent l'acquisition, la modelisation, la structuration, le traitement, le transport et la publication des donnees numeriques. Elle couvre egalement les concept de stockage de donnees dans une base de donnees personnelle."
