"","Code","Mots_cles","Description","mix"
"258","SR06","politique de securite analyse de risque plan de reprise d'activite certificats signature bonnes pratiques ISO 27k","L'UV introduit la securite informatique. Elle est decoupee en trois modules de 4 semaines chacun : risque (analyse, PSSI, droit, referentiels et methodologies), cryptographie (algorithmes, chiffrement, infrastructure à cles publiques) et protection (bonnes pratiques, developpement robuste, management de la securite). Cours 2h, TD 2h sur machine, conferences, projets.","politique de securite analyse de risque plan de reprise d'activite certificats signature bonnes pratiques ISO 27k L'UV introduit la securite informatique. Elle est decoupee en trois modules de 4 semaines chacun : risque (analyse, PSSI, droit, referentiels et methodologies), cryptographie (algorithmes, chiffrement, infrastructure à cles publiques) et protection (bonnes pratiques, developpement robuste, management de la securite). Cours 2h, TD 2h sur machine, conferences, projets."
"259","SR07","stockage robuste systemes redondants reseaux securises detection d'intrusion detection de vulnerabilite analyse de journaux","Cette UV aborde les concepts permettant de concevoir des architectures informatiques cyber-resilientes, c'est-à-dire capables de faire face aux pannes et aux malveillances. Elle est organisee en 2 modules de 4 semaines : conception d'architectures resilientes et defense des systemes d'information.","stockage robuste systemes redondants reseaux securises detection d'intrusion detection de vulnerabilite analyse de journaux Cette UV aborde les concepts permettant de concevoir des architectures informatiques cyber-resilientes, c'est-à-dire capables de faire face aux pannes et aux malveillances. Elle est organisee en 2 modules de 4 semaines : conception d'architectures resilientes et defense des systemes d'information."
"260","SR09","sa<U+00BB>rete de fonctionnement securite","L'objectif de l'UV SR09 est de faire participer les etudiants à la realisation d'un projet sous la supervision d'un enseignant et en collaboration avec des entreprises ou des laboratoires de recherche dans les thematiques de la sûrete de fonctionnement et/ou de la securite des systemes informatiques.","sa<U+00BB>rete de fonctionnement securite L'objectif de l'UV SR09 est de faire participer les etudiants à la realisation d'un projet sous la supervision d'un enseignant et en collaboration avec des entreprises ou des laboratoires de recherche dans les thematiques de la sûrete de fonctionnement et/ou de la securite des systemes informatiques."
"261","SY02","estimation tests d'hypotheses analyse de la variance regression lineaire intervalle de confiance","Etude theorique et pratique des concepts et des methodes de base de la statistique en vue de son utilisation dans les sciences de l'ingenieur.","estimation tests d'hypotheses analyse de la variance regression lineaire intervalle de confiance Etude theorique et pratique des concepts et des methodes de base de la statistique en vue de son utilisation dans les sciences de l'ingenieur."
"262","SY03","mecanique machines electriques electronique de puissance stockage d'energie electrique approche systeme","En SY03, l'accent est mis sur les energies mecaniques et electriques, afin d'etudier les systemes d'entraînements electriques (SEE). Le programme porte sur les aspects theoriques et technologiques des composants et de leurs interactions (source et stockage d'energie, convertisseur, machine electrique, transmissions). L'objectif est que les etudiants soient capables de proposer et de defendre un SEE complet repondant à un cahier des charges.","mecanique machines electriques electronique de puissance stockage d'energie electrique approche systeme En SY03, l'accent est mis sur les energies mecaniques et electriques, afin d'etudier les systemes d'entraînements electriques (SEE). Le programme porte sur les aspects theoriques et technologiques des composants et de leurs interactions (source et stockage d'energie, convertisseur, machine electrique, transmissions). L'objectif est que les etudiants soient capables de proposer et de defendre un SEE complet repondant à un cahier des charges."
"263","SY04","automatique systeme asservi lineaire modelisation commande controleur industriel (correcteur)","SY04 permet de decouvrir les bases de l'automatique. Elle propose de donner les outils necessaires à la representation du comportement des systemes (mecanique, electrique, biologique...) et les techniques de reglage pour leur commande.A l'issue de l'enseignement, l'etudiant sera capable d'asservir un systeme lineaire.","automatique systeme asservi lineaire modelisation commande controleur industriel (correcteur) SY04 permet de decouvrir les bases de l'automatique. Elle propose de donner les outils necessaires à la representation du comportement des systemes (mecanique, electrique, biologique...) et les techniques de reglage pour leur commande.A l'issue de l'enseignement, l'etudiant sera capable d'asservir un systeme lineaire."
"264","SY05","dynamique des systemes controle-commande stabilite controleur PID commande en cascade commande par anticipation commande multivariable Matlab Simulink","Cette UV presente les connaissances theoriques et appliquees necessaires au contrôle des procedes chimiques et biologiques. La dynamique des procedes, l'instrumentation et les regulateurs PID simples sont d'abord etudies. La deuxieme partie de l'UV est consacree aux modes de contrôle avances et au contrôle multivariable.","dynamique des systemes controle-commande stabilite controleur PID commande en cascade commande par anticipation commande multivariable Matlab Simulink Cette UV presente les connaissances theoriques et appliquees necessaires au contrôle des procedes chimiques et biologiques. La dynamique des procedes, l'instrumentation et les regulateurs PID simples sont d'abord etudies. La deuxieme partie de l'UV est consacree aux modes de contrôle avances et au contrôle multivariable."
"265","SY06","Echantillonnage Filtres Temps-frequence Signaux continus Signaux discrets Analyse spectrale Temps echelle Signal aleatoire","l'objectif de cette UV est de donner aux etudiants les elements de theorie necessaires pour l'analyse des signaux et pour comprendre les traitements elementaires permettant d'extraire les informations qu'ils contiennent.","Echantillonnage Filtres Temps-frequence Signaux continus Signaux discrets Analyse spectrale Temps echelle Signal aleatoire l'objectif de cette UV est de donner aux etudiants les elements de theorie necessaires pour l'analyse des signaux et pour comprendre les traitements elementaires permettant d'extraire les informations qu'ils contiennent."
"266","SY08","Systemes a<U+00A0> evenements discrets Modelisation Automates Reseaux de Petri Grafcet","presentation des modeles de base (automates, machines à etats à entrees et sorties binaires, reseaux de Petri, Grafcet,UML Etats-Transitions) utilises pour representer les comportements logiques et temporels de systemes à evenements discrets. Techniques de modelisation, de simulation, et d'analyse des principales proprietes.","Systemes a<U+00A0> evenements discrets Modelisation Automates Reseaux de Petri Grafcet presentation des modeles de base (automates, machines à etats à entrees et sorties binaires, reseaux de Petri, Grafcet,UML Etats-Transitions) utilises pour representer les comportements logiques et temporels de systemes à evenements discrets. Techniques de modelisation, de simulation, et d'analyse des principales proprietes."
"267","SY09","data mining classification science des donnees analyse exploratoire des donnees visualisation de donnees analyse factorielle fouille de donnees discrimination","presenter les techniques modernes de l'analyse de grands ensembles de donnees et developper les outils de base de la fouille de donnees (data mining).","data mining classification science des donnees analyse exploratoire des donnees visualisation de donnees analyse factorielle fouille de donnees discrimination presenter les techniques modernes de l'analyse de grands ensembles de donnees et developper les outils de base de la fouille de donnees (data mining)."
"268","SY10","arithmetique floue logique multivalente mesure de possibilite raisonnement approche systeme predictif regle floue IA Floue","Cette introduction à la theorie du flou expose les outils dedies à la modelisation de processus complexes et au traitement d'informations imprecises, incertaines et subjectives. L'UV presente de nombreuses applications concretes de cette approche mathematique non-standard, en sciences pour l'ingenieur et sciences de la decision : evaluation, contrôle, diagnostic, supervision, prediction, conception de produit, analyse de risque, maintenance.","arithmetique floue logique multivalente mesure de possibilite raisonnement approche systeme predictif regle floue IA Floue Cette introduction à la theorie du flou expose les outils dedies à la modelisation de processus complexes et au traitement d'informations imprecises, incertaines et subjectives. L'UV presente de nombreuses applications concretes de cette approche mathematique non-standard, en sciences pour l'ingenieur et sciences de la decision : evaluation, contrôle, diagnostic, supervision, prediction, conception de produit, analyse de risque, maintenance."
"269","SY12","Lean Manufacturing 5S SMED Flux PETRI Systemique Processus VSM","L'objectif de l'UV est de former les etudiants aux methodes et outils de modelisation d'entreprise pour ameliorer les performances du systeme de production dans un contexte d'optimisation coût-delai-qualite. Il s'agit aussi pour les etudiants d'apprehender la culture du lean manufacturing par le biais d'exemples industriels concrets.","Lean Manufacturing 5S SMED Flux PETRI Systemique Processus VSM L'objectif de l'UV est de former les etudiants aux methodes et outils de modelisation d'entreprise pour ameliorer les performances du systeme de production dans un contexte d'optimisation coût-delai-qualite. Il s'agit aussi pour les etudiants d'apprehender la culture du lean manufacturing par le biais d'exemples industriels concrets."
"270","SY14","Automatique lineaire Identification et modelisation Commande : continue, echantillonnee Representation d'etat","Cette UV donne les principaux elements pour comprendre, analyser, observer et contrôler l'evolution des systemes dynamiques physiques ou cyber-physiques (e.g., robots, systemes de production). L'UV met l'accent tout particulierement sur les principaux formalismes theoriques et pratiques pour etudier et maîtriser la commande des systemes lineaires.","Automatique lineaire Identification et modelisation Commande : continue, echantillonnee Representation d'etat Cette UV donne les principaux elements pour comprendre, analyser, observer et contrôler l'evolution des systemes dynamiques physiques ou cyber-physiques (e.g., robots, systemes de production). L'UV met l'accent tout particulierement sur les principaux formalismes theoriques et pratiques pour etudier et maîtriser la commande des systemes lineaires."
"271","SY15","Observation d'etat Commande par retour d'etat Filtre de Kalman Controle non-lineaire Commande optimale Modelisation robotique","Ce cours s'interesse aux methodes d'automatique avancee pour les systemes robotiques autonomes (robots mobiles, drones, vehicules intelligents, humanoïdes, etc.) qui mettent en oeuvre des systemes informatiques temps-reel pour implementer des contrôleurs. L'UV porte essentiellement sur le contrôle d'execution avec observateur et presente une ouverture vers l'autonomie decisionnelle et la planification.","Observation d'etat Commande par retour d'etat Filtre de Kalman Controle non-lineaire Commande optimale Modelisation robotique Ce cours s'interesse aux methodes d'automatique avancee pour les systemes robotiques autonomes (robots mobiles, drones, vehicules intelligents, humanoïdes, etc.) qui mettent en oeuvre des systemes informatiques temps-reel pour implementer des contrôleurs. L'UV porte essentiellement sur le contrôle d'execution avec observateur et presente une ouverture vers l'autonomie decisionnelle et la planification."
"272","SY19","apprentissage statistique discrimination reseaux de neurones SVM apprentissage profond science des donnees prediction regression classification automatique","Presentation des bases de l'apprentissage automatique (machine learning), domaine à l'interface de l'intelligence artificielle et de la science des donnees, visant à donner aux ordinateurs la capacite d'apprendre sans être explicitement programmes. Application pratique des techniques etudiees en cours à l'aide du logiciel R.","apprentissage statistique discrimination reseaux de neurones SVM apprentissage profond science des donnees prediction regression classification automatique Presentation des bases de l'apprentissage automatique (machine learning), domaine à l'interface de l'intelligence artificielle et de la science des donnees, visant à donner aux ordinateurs la capacite d'apprendre sans être explicitement programmes. Application pratique des techniques etudiees en cours à l'aide du logiciel R."
"273","SY27","Temps reel  Systemes embarques Prototypage rapide Vehicules intelligents Robotique","L'objectif de l'UV est de mettre en application et d'approfondir des connaissances dans le domaine du temps reel et de l'informatique embarquee pour des machines robotiques intelligentes. L'UV est organisee autour d'une etude de cas differente tous les ans. Les etudiants travaillent en equipes pour realiser des demonstrations dans des conditions reelles.","Temps reel  Systemes embarques Prototypage rapide Vehicules intelligents Robotique L'objectif de l'UV est de mettre en application et d'approfondir des connaissances dans le domaine du temps reel et de l'informatique embarquee pour des machines robotiques intelligentes. L'UV est organisee autour d'une etude de cas differente tous les ans. Les etudiants travaillent en equipes pour realiser des demonstrations dans des conditions reelles."
"274","SY28","systemes multi-robots Estimation d'etat SCP prise de decision localisation communication commande","Cette UV s'interesse à l'etude des systemes cyber-physiques (SCP), avec un focus sur les systemes multi-robots, qui sont utilises dans des secteurs technologiques de pointe, comme ceux lies à la mobilite dans la ville du futur et/ou l'industrie 4.0. A l'issue de l'enseignement, l'etudiant sera capable de comprendre les methodes et principaux composants technologiques pour assurer un fonctionnement efficient et sûr de ces SCP complexes.","systemes multi-robots Estimation d'etat SCP prise de decision localisation communication commande Cette UV s'interesse à l'etude des systemes cyber-physiques (SCP), avec un focus sur les systemes multi-robots, qui sont utilises dans des secteurs technologiques de pointe, comme ceux lies à la mobilite dans la ville du futur et/ou l'industrie 4.0. A l'issue de l'enseignement, l'etudiant sera capable de comprendre les methodes et principaux composants technologiques pour assurer un fonctionnement efficient et sûr de ces SCP complexes."
"275","SY31","Traitement de l'information Incertitudes de mesures Technologies des capteurs Metrologie Perception robotique","Le but de cette UV est d'acquerir les notions theoriques et pratiques de base necessaires à la comprehension des capteurs, allant des principes de mesures jusqu'à leur integration dans des systemes intelligents en passant par les traitements de l'information et la gestion des incertitudes de mesures. Plusieurs exemples de capteurs seront etudies tout au long du semestre : telemetre, camera, centrale inertielle, GPS.","Traitement de l'information Incertitudes de mesures Technologies des capteurs Metrologie Perception robotique Le but de cette UV est d'acquerir les notions theoriques et pratiques de base necessaires à la comprehension des capteurs, allant des principes de mesures jusqu'à leur integration dans des systemes intelligents en passant par les traitements de l'information et la gestion des incertitudes de mesures. Plusieurs exemples de capteurs seront etudies tout au long du semestre : telemetre, camera, centrale inertielle, GPS."
"276","SY32","traitement d'image vision par ordinateur apprentissage automatique reconstruction 3D analyse de scenes perception robotique","L'UV SY32 introduit la vision par ordinateur par des algorithmes classiques et d'apprentissage machine, jusqu'aux reseaux de neurones. Elle aborde des problemes du traitement des images et videos tels : la formation des images, des transformations et filtrages, l'etalonnage des cameras, l'etude du mouvement, la detection et classification d'elements, l'estimation de la 3D par stereovision.","traitement d'image vision par ordinateur apprentissage automatique reconstruction 3D analyse de scenes perception robotique L'UV SY32 introduit la vision par ordinateur par des algorithmes classiques et d'apprentissage machine, jusqu'aux reseaux de neurones. Elle aborde des problemes du traitement des images et videos tels : la formation des images, des transformations et filtrages, l'etalonnage des cameras, l'etude du mouvement, la detection et classification d'elements, l'estimation de la 3D par stereovision."
"277","TA02","calcul economique element comptable gestion financiere investissements fiscalite actualisation strategie obsolescence plan d'affaires","cette uv a pour but l'apprentissage des principales methodes usuelles pour l'evaluation economique des projets : element du calcul economique; evaluation et critere de choix des investissements; strategie; theorie de l'actualisation; prix de revient economique et duree de vie des equipements; analyse marginale,...","calcul economique element comptable gestion financiere investissements fiscalite actualisation strategie obsolescence plan d'affaires cette uv a pour but l'apprentissage des principales methodes usuelles pour l'evaluation economique des projets : element du calcul economique; evaluation et critere de choix des investissements; strategie; theorie de l'actualisation; prix de revient economique et duree de vie des equipements; analyse marginale,..."
"278","TF01","CFD fluides incompressibles mecanique des fluides","Integrer les concepts physiques relatifs à l'ecoulement des fluides pour resoudre et dimensionner une large gamme de problemes d'ingenieurs relevant de la mecanique des fluides.","CFD fluides incompressibles mecanique des fluides Integrer les concepts physiques relatifs à l'ecoulement des fluides pour resoudre et dimensionner une large gamme de problemes d'ingenieurs relevant de la mecanique des fluides."
"279","TF06","transfert de chaleur conduction convection echangeur rayonnement","transfert de chaleur par conduction, convection et rayonnement thermique ; echangeurs thermiques ; transfert avec changement de phase (condensation, ebullition). A l'issue de l'enseignement, l'etudiant sera capable d'evaluer les differents processus d'echanges thermiques dans les solides, les liquides et les gaz, par conduction, convection et rayonnement.","transfert de chaleur conduction convection echangeur rayonnement transfert de chaleur par conduction, convection et rayonnement thermique ; echangeurs thermiques ; transfert avec changement de phase (condensation, ebullition). A l'issue de l'enseignement, l'etudiant sera capable d'evaluer les differents processus d'echanges thermiques dans les solides, les liquides et les gaz, par conduction, convection et rayonnement."
"280","TF14","diffusion distillation absorption extraction liquide-liquide","il s'agit d'apprendre à dimensionner les differentes operations de transfert de matiere dont la limite est d'ordre thermodynamique.","diffusion distillation absorption extraction liquide-liquide il s'agit d'apprendre à dimensionner les differentes operations de transfert de matiere dont la limite est d'ordre thermodynamique."
"281","TF70","Dimensionnement Pertes de charge Transfert thermique Echangeur  Dimensionnement echangeur","Presentation de methodes de calcul et d'assemblage des echangeurs thermiques, ainsi que des techniques de dimensionnement.","Dimensionnement Pertes de charge Transfert thermique Echangeur  Dimensionnement echangeur Presentation de methodes de calcul et d'assemblage des echangeurs thermiques, ainsi que des techniques de dimensionnement."
"282","TF71","Biomasse  Procedes phsiques Valorisation Biotransformation Thermochimie","Le cours concerne les biomasses, leur fractionnement et leurs transformations dans un objectif de valorisation en matiere et en energie. Les principaux procedes de biotransformation, de separation physique et de thermochimie de valorisation de la biomasse y seront presentes. Cette demi-UV aura lieu dans la permiere moitie du semestre printemps (avant les medians). L'evaluation aura lieu durant la semaine des medians.","Biomasse  Procedes phsiques Valorisation Biotransformation Thermochimie Le cours concerne les biomasses, leur fractionnement et leurs transformations dans un objectif de valorisation en matiere et en energie. Les principaux procedes de biotransformation, de separation physique et de thermochimie de valorisation de la biomasse y seront presentes. Cette demi-UV aura lieu dans la permiere moitie du semestre printemps (avant les medians). L'evaluation aura lieu durant la semaine des medians."
"283","TH02","Production d'energie Chaudiere Traitement de fumees Turbine a<U+00A0> vapeur Turbine a<U+00A0> gaz Combustion/incineration","cette UV est orientee vers la technologie et le calcul des principaux dispositifs de production de chaleur par combustion/incineration, de vapeur et d'energie electrique par l'utilisation des turbines à gaz ou à vapeur. A l'issue de l'enseignement, l'etudiant sera capable d'evaluer les differentes etapes de la production de l'energie thermique et l'electrique par combustion des combustibles gazeux, liquides ou solides.","Production d'energie Chaudiere Traitement de fumees Turbine a<U+00A0> vapeur Turbine a<U+00A0> gaz Combustion/incineration cette UV est orientee vers la technologie et le calcul des principaux dispositifs de production de chaleur par combustion/incineration, de vapeur et d'energie electrique par l'utilisation des turbines à gaz ou à vapeur. A l'issue de l'enseignement, l'etudiant sera capable d'evaluer les differentes etapes de la production de l'energie thermique et l'electrique par combustion des combustibles gazeux, liquides ou solides."
"284","TH04","production de froid installations frigorifiques fluides frigorigenes conditionnement d'air refroidissement congelation","calcul et dimensionnement d'installations de production de froid industriel.","production de froid installations frigorifiques fluides frigorigenes conditionnement d'air refroidissement congelation calcul et dimensionnement d'installations de production de froid industriel."
"285","TN02","fonctions mecaniques liaisons positionnement guidage en rotation guidage en translation transformation de mouvement roulements engrenages ressorts CAO","A l'issue de la formation, l'etudiant sera capable de determiner les solutions constructives adaptees aux fonctions mecaniques classiques et concevoir des mecanismes integrant ces fonctions.","fonctions mecaniques liaisons positionnement guidage en rotation guidage en translation transformation de mouvement roulements engrenages ressorts CAO A l'issue de la formation, l'etudiant sera capable de determiner les solutions constructives adaptees aux fonctions mecaniques classiques et concevoir des mecanismes integrant ces fonctions."
"286","TN08","design dessin rough","L'UV permet d'acquerir les bases de dessins et d'illustrations pour representer un objet ou un concept dans sa phase d'avant projet. Maitrise des perspectives à trois points, mise en place des ombres et mise en couleur aux feutres de l'esquisse pour realiser un rough ou dessin realiste. A l'issue de l'enseignement, l'etudiant sera capable de representer un produit en mobilisant des techniques de dessins, de perspectives et de mise en page.","design dessin rough L'UV permet d'acquerir les bases de dessins et d'illustrations pour representer un objet ou un concept dans sa phase d'avant projet. Maitrise des perspectives à trois points, mise en place des ombres et mise en couleur aux feutres de l'esquisse pour realiser un rough ou dessin realiste. A l'issue de l'enseignement, l'etudiant sera capable de representer un produit en mobilisant des techniques de dessins, de perspectives et de mise en page."
"287","TN12","Processus de conception Analyse fonctionnelle CAO Technologie de construction Efforts Cinematique Resistance des materiaux Cotation fonctionnelle Tolerancement geometrique","L'objectif de l'UV est de completer et de mettre en oeuvre la methodologie des systemes mecaniques, sur un cas reel et en utilisant un logiciel de CAO.","Processus de conception Analyse fonctionnelle CAO Technologie de construction Efforts Cinematique Resistance des materiaux Cotation fonctionnelle Tolerancement geometrique L'objectif de l'UV est de completer et de mettre en oeuvre la methodologie des systemes mecaniques, sur un cas reel et en utilisant un logiciel de CAO."
"288","TN13","demarche de conception conception integree bureau d'etude analyse et culture technologique","Mise en oeuvre concrete des connaissances scientifiques et techniques pour le dimensionnement de systemes mecaniques à caracteres industriels. A l'issue de l'enseignement, l'etudiant sera capable de modeliser un systeme mecanique complet coherent avec un objectif et un contexte de conception.","demarche de conception conception integree bureau d'etude analyse et culture technologique Mise en oeuvre concrete des connaissances scientifiques et techniques pour le dimensionnement de systemes mecaniques à caracteres industriels. A l'issue de l'enseignement, l'etudiant sera capable de modeliser un systeme mecanique complet coherent avec un objectif et un contexte de conception."
"289","TN14","hydraulique pneumatique composants hydrauliques pompes moteurs","A l'issue de l'enseignement, l'etudiant sera capable d'utiliser la transmission de puissance hydraulique pour concevoir un systeme mecanique.","hydraulique pneumatique composants hydrauliques pompes moteurs A l'issue de l'enseignement, l'etudiant sera capable d'utiliser la transmission de puissance hydraulique pour concevoir un systeme mecanique."
"290","TN20","Assemblage Modelisation parametrique a<U+00A0> base de features Methodologies de collaboration Modelisations volumique et surfacique","A l'issue de cet enseignement, l'etudiant doit être capable de creer des representations graphiques numeriques afin de supporter la collaboration lors des activites de conception. Cet enseignement permet notamment aux etudiants de maîtriser les bases des logiciels de CAO et la methodologie ""squelette"".","Assemblage Modelisation parametrique a<U+00A0> base de features Methodologies de collaboration Modelisations volumique et surfacique A l'issue de cet enseignement, l'etudiant doit être capable de creer des representations graphiques numeriques afin de supporter la collaboration lors des activites de conception. Cet enseignement permet notamment aux etudiants de maîtriser les bases des logiciels de CAO et la methodologie ""squelette""."
"291","TN21","PLM Realite augmentee Analyse de donnees IoT","Cet enseignement vise à apprehender le processus de conception produit dans un contexte multidisciplinaire et collaboratif. Cela necessitera d'apprehender les outils supports à ce processus integrant l'ensemble du cycle de vie du produit (PLM) mais aussi les informations issues de l'utilisation et de la fin de vie du produit (Internet of Things, realite augmentee et analyse de donnees).","PLM Realite augmentee Analyse de donnees IoT Cet enseignement vise à apprehender le processus de conception produit dans un contexte multidisciplinaire et collaboratif. Cela necessitera d'apprehender les outils supports à ce processus integrant l'ensemble du cycle de vie du produit (PLM) mais aussi les informations issues de l'utilisation et de la fin de vie du produit (Internet of Things, realite augmentee et analyse de donnees)."
"292","TN22","tolerancements vocalulaire technique cotations plans systemes mecaniques schematisations pieces standard CAO fabrication materiaux","A l'issue de la formation, l'etudiant sera capable de concevoir des solutions constructives classiques pour des systemes mecaniques usuels.","tolerancements vocalulaire technique cotations plans systemes mecaniques schematisations pieces standard CAO fabrication materiaux A l'issue de la formation, l'etudiant sera capable de concevoir des solutions constructives classiques pour des systemes mecaniques usuels."
"293","TN23","principe de l'independance avant projet d'etude de fabrication polymeres composites coupe coa<U+00BB>t moulage estampage matri<e7>age metrologie","L'UV presente les outils necessaires aux futurs ingenieurs pour resoudre et optimiser des problemes lies à un processus de fabrication (conventionnel ou non) pour des materiaux metalliques. A l'issue de l'enseignement, l'etudiant sera capable de trouver et optimiser le processus de fabrication mecanique le plus adapte à une piece en fonction de ressources materielles disponibles.","principe de l'independance avant projet d'etude de fabrication polymeres composites coupe coa<U+00BB>t moulage estampage matri<e7>age metrologie L'UV presente les outils necessaires aux futurs ingenieurs pour resoudre et optimiser des problemes lies à un processus de fabrication (conventionnel ou non) pour des materiaux metalliques. A l'issue de l'enseignement, l'etudiant sera capable de trouver et optimiser le processus de fabrication mecanique le plus adapte à une piece en fonction de ressources materielles disponibles."
"294","TN24","identification communication machines autonomes cellules et ateliers flexibles axes normalises des MOCN programmation manuelle FAO simulation de l'usinage outils equipement et environnement des MOCN","Mise en oeuvre d'usinage sur machines-outils à commande numerique (MOCN). Des etudes concretes et approfondies seront realisees. L'UV revelera l'environnement materiel et numerique des MOCN au sein d'un atelier et d'une usine de production. Les variantes en termes d'equipements facilitant la flexibilite et la productivite en production seront abordees.","identification communication machines autonomes cellules et ateliers flexibles axes normalises des MOCN programmation manuelle FAO simulation de l'usinage outils equipement et environnement des MOCN Mise en oeuvre d'usinage sur machines-outils à commande numerique (MOCN). Des etudes concretes et approfondies seront realisees. L'UV revelera l'environnement materiel et numerique des MOCN au sein d'un atelier et d'une usine de production. Les variantes en termes d'equipements facilitant la flexibilite et la productivite en production seront abordees."
"295","TN29","Product Data Management CAO Knowledge Based Engineering Conception collaborative Model Based System Engineering SysML Simulation systeme Ingenierie Systeme","A l'issue de cet enseignement, l'etudiant doit être capable de comprendre le rôle et de manipuler differents outils de definition et de developpement de systemes. Cet enseignement s'interesse notamment aux phases de conception preliminaire (ingenierie et simulation systeme) et detaillee (conception collaborative et Knowledge Based Engineering).","Product Data Management CAO Knowledge Based Engineering Conception collaborative Model Based System Engineering SysML Simulation systeme Ingenierie Systeme A l'issue de cet enseignement, l'etudiant doit être capable de comprendre le rôle et de manipuler differents outils de definition et de developpement de systemes. Cet enseignement s'interesse notamment aux phases de conception preliminaire (ingenierie et simulation systeme) et detaillee (conception collaborative et Knowledge Based Engineering)."
"296","TN30","CAO RV IAO GPAO FAO ERP PLM milieu professionnel transformation numerique","Cette UV a pour objectif de presenter aux etudiants les metiers associes à la XAO. Les interventions sont assurees par des professionnels issus de grands groupes industriels, de PME, de societes de services, de centres techniques. Les domaines developpes sont : Conception Assistee par Ordinateur, Ingenierie Assistee par Ordinateur, Fabrication Assistee par Ordinateur, Product Lifecycle Management, Enterprise Resource Planning, Realite Virtuelle.","CAO RV IAO GPAO FAO ERP PLM milieu professionnel transformation numerique Cette UV a pour objectif de presenter aux etudiants les metiers associes à la XAO. Les interventions sont assurees par des professionnels issus de grands groupes industriels, de PME, de societes de services, de centres techniques. Les domaines developpes sont : Conception Assistee par Ordinateur, Ingenierie Assistee par Ordinateur, Fabrication Assistee par Ordinateur, Product Lifecycle Management, Enterprise Resource Planning, Realite Virtuelle."
"297","TO01","Test d'anglais Comprehension ecrite Comprehension orale QCM","Cette UV prepare les etudiants au TOEIC ""Listening and Reading"". Le TOEIC ( Test of English for International Communication) est un test qui evalue l'aptitude des personnes non anglophones à comprendre l'anglais dans un contexte de communication internationale.","Test d'anglais Comprehension ecrite Comprehension orale QCM Cette UV prepare les etudiants au TOEIC ""Listening and Reading"". Le TOEIC ( Test of English for International Communication) est un test qui evalue l'aptitude des personnes non anglophones à comprendre l'anglais dans un contexte de communication internationale."
"298","TS01","APR Arbre d'evenement Etude des dangers AMDEC HAZOP Equivalent TNT Arbre des causes Arbre de defaillance","Fournir les principes de base de la maîtrise des risques dans differents domaines (risque industriel, accident du travail, risque environnemental, risque produit, gestion de crise et risk-management). Pour chacun d'eux presentation des accidents ou des crises exemplaires, des aspects reglementaires et des methodes à mettre en oeuvre. Les TD privilegieront l'apprentissage de quelques methodes parmi les plus universelles.","APR Arbre d'evenement Etude des dangers AMDEC HAZOP Equivalent TNT Arbre des causes Arbre de defaillance Fournir les principes de base de la maîtrise des risques dans differents domaines (risque industriel, accident du travail, risque environnemental, risque produit, gestion de crise et risk-management). Pour chacun d'eux presentation des accidents ou des crises exemplaires, des aspects reglementaires et des methodes à mettre en oeuvre. Les TD privilegieront l'apprentissage de quelques methodes parmi les plus universelles."
"299","TS02","sa<U+00BB>rete danger risques majeurs genie des procedes feux  methodes d'analyse des risques Incendies accidents industriels Explosion risques procedes","l'UV donne acces à une competence en resolution de problemes de securite centres autour des risques collectifs (explosions, incendies, fuites massives)qui affectent les procedes et les riverains de l'usine.","sa<U+00BB>rete danger risques majeurs genie des procedes feux  methodes d'analyse des risques Incendies accidents industriels Explosion risques procedes l'UV donne acces à une competence en resolution de problemes de securite centres autour des risques collectifs (explosions, incendies, fuites massives)qui affectent les procedes et les riverains de l'usine."
"300","TSN2","Technologie internet des objects Sport  Sante  Biomecanique Monitoring","TSS02 sera consacre à la realisation d'une preuve de contexte, d'un prototype, d'une solution technique, d'une application pour le monitoring d'une pratique sportive specifique (athletisme, equitation, escrime, aviron, badminton, tir à l'arc, Tai Chi, Pilates,...) ou la realisation d'un equipement ou d'un service pervasif pour la prevention ou la preservation de l'autonomie de la personne.","Technologie internet des objects Sport  Sante  Biomecanique Monitoring TSS02 sera consacre à la realisation d'une preuve de contexte, d'un prototype, d'une solution technique, d'une application pour le monitoring d'une pratique sportive specifique (athletisme, equitation, escrime, aviron, badminton, tir à l'arc, Tai Chi, Pilates,...) ou la realisation d'un equipement ou d'un service pervasif pour la prevention ou la preservation de l'autonomie de la personne."
"301","TX00","probleme technique ingenierie analyse critique","l'UV TX est une UV technique appartenant à la categorie ""Techniques et Methodes"" (TM). Elle permet aux etudiants de realiser un projet technique concret mettant en oeuvre une approche d'ingenierie.","probleme technique ingenierie analyse critique l'UV TX est une UV technique appartenant à la categorie ""Techniques et Methodes"" (TM). Elle permet aux etudiants de realiser un projet technique concret mettant en oeuvre une approche d'ingenierie."
